id	doc	severity	class	provenance	witness	owner_gated	module	patterns	owner_decision	readme_top	phase	lane	title	disposition	ruling	sha	note
skyline-fill-grow-32	simplification	nit	(table)				Dissolvable scaffolding				P5		`Cost::deepen`'s test-seam parameter is spelled three ways across its callers	open			
skyline-watermark-28	simplification	low	scaffolding	verified		no	Dissolvable scaffolding	simplification: Instruments with no reader, and buffers waiting for failures			P5		Two of three emit-traffic counters are recorded but never read, and the snapshot doc overstates what they sum to	open			
suanpan-21	simplification	medium	scaffolding	verified		yes	Dissolvable scaffolding	simplification: Guards that recompute what committed tests already hold	70		P5		`add_at`'s exit `debug_assert!` scans the whole buffer above `top` on every digit write; the ledger suite already holds the clause	fix-amended	64		
surface-roster-17	simplification	low	scaffolding	verified		yes	Dissolvable scaffolding	documentation: Measured readings and history at declaration sites	47		P5		Exception rulings carry enforced dates at the declaration site, validated by one of two divergent validators, under a name defined nowhere	open			
surface-roster-18	simplification	low	scaffolding	verified		yes	Dissolvable scaffolding	simplification: Instruments with no reader, and buffers waiting for failures	48		P5		`ITEM_EXCEPTIONS` is an empty per-item exception list with a full category, render block, `--list` disposition, census count, and tests behind it	open			
surface-roster-9	simplification	medium	scaffolding	verified		yes	Dissolvable scaffolding	simplification: Machinery that outlived the constraint that justified it	44	17	P5		Two extractors of the same `pub fn` surface: the line-scan's justifying constraint dissolved when surfacecheck landed	open			
testing-diff-gen-31	simplification	low	scaffolding	verified		no	Dissolvable scaffolding	simplification: Instruments with no reader, and buffers waiting for failures	48		P5		`EXEMPTIONS` in `fuelscape_islands.rs` is an empty acceptance buffer	open			
testing-oracles-17	simplification	low	scaffolding	verified		yes	Dissolvable scaffolding		72		P5		`grid_cap_is_never_reached`'s oracle-depth legs feed no scan; its function-space legs are the only committed bound on event-side resolution, which its doc does not say	open			
testing-oracles-25	simplification	low	scaffolding	verified		yes	Dissolvable scaffolding		72		P5		"The five ""intrinsic symmetry laws"" restate five `crate::laws` predicates one for one, and the ruling that keeps them outside the roster is stated only in the decision record"	open			
tests-other-3	simplification	medium	scaffolding	verified		no	Dissolvable scaffolding	simplification: One mechanism, several hand copies	44		P5		Five hand-rolled source scanners re-implement `surface_scan::test_fns` with divergent rules and universes	open			
tools-20	simplification	low	scaffolding	assessed		yes	Dissolvable scaffolding		79		P5		doclint's summary-length rule reimplements clippy's `too_long_first_doc_paragraph`	open			
tools-3	simplification	low	scaffolding	verified		yes	Dissolvable scaffolding		78		P5		digestshare's gate role is already carried by the byte-pinned snapshots, and its ratio has no in-tree consumer	open			
tools-5	simplification	medium	scaffolding	assessed		yes	Dissolvable scaffolding		77		P5		The bench judge's stated unique class is also priced by fuzz-fit fuel, and its committed tripwire is a fuel-visible quadratic	open			
codec-base-text-tree-10	simplification	nit	(table)				The codec				P6	codec	`meter_limbs1` and `meter_limbs_solo` are both one-`Base` recorders whose difference lives only in their doc comments	open			
codec-base-text-tree-11	simplification	nit	(table)				The codec				P6	codec	`write_id`'s `sep` parameter has one caller and one value; the separator is already a named constant elsewhere	open			
codec-base-text-tree-12	simplification	low	modularity	verified		no	The codec		45		P8		`write_id` keeps its phase stack on a `BitsBuf` while the crate owns `BitStack` for exactly that role, one of ten such stacks	open			
codec-base-text-tree-16	simplification	low	simplification	verified		no	The codec	simplification: Guards that recompute what committed tests already hold	70		P4		"`parse_id_str` re-validates bits its own parser built canonically; the test reference runs the same pass, and `validate_id`'s ""single source of truth"" is untrue"	fix-amended	64		
codec-base-text-tree-17	simplification	nit	(table)				The codec				P6	codec	"Prose texture in the parsers: two private `IdFrame` enums, the stack discipline restated five times, fragment heads, the ""X, never Y"" figure, and ""exactly"" as intensifier"	open			
codec-base-text-tree-19	simplification	low	simplification	assessed		yes	The codec		11		P7		`parse_clock_str` pre-scans for the top-level comma with an `i64` depth counter, work the id parser on a cursor already does	open			
codec-base-text-tree-2	simplification	nit	(table)				The codec				P6	codec	The limb denomination `bits.div_ceil(64).max(1)` is spelled independently at several sites, and two `cfg` blocks exist only because `record_wide` takes a raw `UBig`	open			
codec-base-text-tree-21	simplification	nit	(table)				The codec				P6	codec	`parse_id`'s `pos` parameter is always 0, and three named layers wrap one grammar body	open			
codec-base-text-tree-22	simplification	nit	(table)				The codec				P6	codec	Long qualified paths beside existing imports, and two `DefaultHasher` helpers, in the codec test suite	open			
codec-base-text-tree-24	simplification	nit	(table)				The codec				P6	codec	Em-dashes in `//` code comments across the partition	open			
codec-base-text-tree-28	simplification	nit	(table)				The codec				P6	codec	Dead `continue` at the end of the exhaustive odometer's outer loop	open			
codec-base-text-tree-4	simplification	nit	(table)				The codec				P6	codec	`Base::msb_cmp` is a one-caller wrapper whose body the sibling match arms already spell inline	open			
codec-base-text-tree-7	simplification	low	simplification	verified		no	The codec	simplification: Guards that recompute what committed tests already hold	70		P4		`Sub`'s `debug_assert!` compares through the metered `Ord` and duplicates the backend's own underflow panic; `SubAssign` clones the whole magnitude	fix-amended	64		
codec-base-text-tree-8	simplification	low	vestigial	verified		yes	The codec	simplification: Convergent findings	1,72		P1		`Shl<i32>` and `BitOr<Base>` on `Base` exist for one test idiom; `Shl<i32>` wraps a negative amount in release	open			owner-gating settled by ruling 8; awaits its other owner decision
codec-bits-12	simplification	medium	simplification	verified		no	The codec	simplification: One mechanism, several hand copies	41,45		P4		PackedBuilder reimplements BitsBuf's append-truncate substrate behind a staging register whose saving is unmeasured	open			
codec-bits-14	simplification	nit	(table)				The codec				P6	codec	reserve loops over 32-bit chunks for a width that is always 2	open			
codec-bits-17	simplification	nit	(table)				The codec				P6	codec	Idiom nits in the word-parallel cursor and the padding judge	open			
codec-bits-21	simplification	nit	(table)				The codec				P6	codec	code_int and code_int_small share a body	open			
codec-bits-22	simplification	low	simplification	verified		no	The codec				P6	codec	gamma::load_window duplicates BitsView::load_be behind a raw-parts indirection with one caller	open			
codec-bits-25	simplification	nit	(table)				The codec	simplification: Guards that recompute what committed tests already hold	70		P4		id_node re-parses a node it has proved normal by construction	fix-amended	64		
codec-bits-28	simplification	low	vestigial	verified		no	The codec	simplification: Convergent findings			P4		Dead `len == 64` arm in BitStack::push_bits, the sibling of the disjunct 35a09c5b swept from PackedBuilder::append_bits	open			
benches-examples-1	simplification	medium	vestigial	verified		yes	The instruments	simplification: Machinery that outlived the constraint that justified it	49		P5		benches/amplify.rs re-lists three board cells the judged board bench already times	open			
