id	doc	severity	class	provenance	owner_gated	module	patterns	owner_decision	readme_top	phase	lane	title	disposition	ruling	sha	note
remote-proxy-tests-23	simplification	nit	(table)			Remote proxy	simplification: Guards and asserts that recompute what types or committed tests already establish			P4		`capacity.max(1)` in `harness::reconcile` silences an assert for an input no caller passes	open			
remote-proxy-tests-3	simplification	nit	(table)			Remote proxy	simplification: Import hygiene left by three mechanical sweeps			P3		Import hygiene: a crate import ahead of the std group in four files, a split `tokio::io` group, and qualified paths where aliases exist	fix	T52		
remote-proxy-tests-4	simplification	low	simplification	verified	no	Remote proxy				P5	remote	Small helpers, a constant, and the n-versus-m fixture are each defined two or more times across sibling files	open			
remote-proxy-tests-5	simplification	medium	simplification	verified	no	Remote proxy	simplification: Test-harness helpers re-spelled per binary	61		P1		The two-proxy topology is hand-rolled seven times; `harness::drive` already abstracts the axis they vary on	fix	T22,T26		
clippy-pedantic-9	simplification	nit	(table)			Session and bookmark	simplification: Clippy pedantic and nursery stragglers with zero false positives in the run			P3		`match` spelling of `let ... else` in two library sites	fix	T47		
inventory-14	simplification	nit	(table)			Session and bookmark	simplification: `pub` inside the private `tree` module carries no information			P3		Six `pub(crate)` items are referenced only from their own file	model	T46		
inventory-19	simplification	nit	(table)			Session and bookmark	simplification: `pub` inside the private `tree` module carries no information			P3		`pub(crate)` fields on a module-private struct	model	T46		
session-bookmark-1	simplification	low	modularity	verified	no	Session and bookmark				P5	core	The bookmark-attach path lives in the wire-session module, which its own doc does not admit	open			
session-bookmark-10	simplification	medium	simplification	verified	no	Session and bookmark			20	P5	core	`gossip_inner` hand-builds eleven `(Intent, Err(..))` returns because its tuple return type defeats `?`	open			
session-bookmark-11	simplification	low	simplification	verified	no	Session and bookmark	performance: Deep clones through `Arc::make_mut` on shared handles | simplification: Duplicated halves of one mechanism in production			P4		`bookmark_update`'s reclaim-if-stale block is duplicated inline in `gossip_inner`, with a needless `Version` clone at both sites	open			
session-bookmark-12	simplification	low	vestigial	verified	no	Session and bookmark	simplification: Retirement and erasure residue	11		P3		Two-protocol dispatch prose survives the V1 retirement	fix	T56		
session-bookmark-15	simplification	low	simplification	verified	no	Session and bookmark	simplification: Duplicated halves of one mechanism in production			P4		The two erased reconciliation drivers assemble identical protocol towers	open			
session-bookmark-17	simplification	nit	(table)			Session and bookmark	simplification: `pub` inside the private `tree` module carries no information			P3		`PartyGuard` has `pub(crate)` fields on a module-private struct and a `//` comment where the module doc links a rustdoc item	model	T46		
session-bookmark-19	simplification	nit	(table)			Session and bookmark	simplification: Braces left by the `send_all` rewrite			P4		Test helpers carry braces left over from removed `.batch(..)` closures, and one helper doc promises a value the function does not return	open			
session-bookmark-2	simplification	nit	(table)			Session and bookmark	simplification: Import hygiene left by three mechanical sweeps			P3		Stray trailing `use serde::..` lines jammed against the next item's doc comment	fix	T52		
session-bookmark-24	simplification	low	simplification	verified	no	Session and bookmark	simplification: One-caller wrappers, bypassed impls, and shims			P4		The `Persist` trait has one implementor (the blanket) and exists only to be allowed past `private_bounds`	open			
session-bookmark-25	simplification	low	simplification	verified	no	Session and bookmark				P5	core	`Bookmarked`'s loaded state is a three-field invariant proven by three `expect`s instead of one `Option<Loaded>`	open			
session-bookmark-29	simplification	nit	(table)			Session and bookmark				P5	core	`frame_as` builds the hash-covered region in a scratch `Vec` and copies it into the output, where `unframe` hashes slices in place	open			
session-bookmark-3	simplification	nit	(table)			Session and bookmark	simplification: Missing common-trait impls on public types			P4		`Gossiped` lacks `PartialEq`/`Eq` although every field is `Eq`; `NoBookmark` derives only `Debug`	open			
session-bookmark-30	simplification	low	simplification	assessed	no	Session and bookmark	simplification: Guards and asserts that recompute what types or committed tests already establish			P4		`unframe` pre-checks the payload bound that `Reader::take` already enforces, then `expect`s it; two magic numbers are untied from their constants	open			
session-bookmark-32	simplification	nit	(table)			Session and bookmark				P5	core	Two format tests rebuild the frame by hand, each a copy of `frame_as` with one spelling widened	open			
session-bookmark-39	simplification	nit	(table)			Session and bookmark	simplification: Missing common-trait impls on public types			P4		Observer identity types derive `PartialEq, Eq` but not `Hash`/`Ord`, so they cannot key a per-stream table	open			
session-bookmark-41	simplification	nit	(table)			Session and bookmark	simplification: Import hygiene left by three mechanical sweeps			P3		Long qualified paths at use sites where an import (or an already-in-scope name) would do	fix	T52		
session-bookmark-47	simplification	low	simplification	assessed	no	Session and bookmark	simplification: One-caller wrappers, bypassed impls, and shims			P4		`try_from_arc` erases a `T` to `Arc<dyn Any>` and downcasts it back (with a panic arm) to route through the fn pointer; `from_slice` duplicates `from_bytes`	open			
session-bookmark-7	simplification	nit	(table)			Session and bookmark				P5	core	`let _ = remote.intent;` is a no-op standing in for a comment	open			
session-bookmark-8	simplification	low	simplification	assessed	no	Session and bookmark	simplification: Duplicated halves of one mechanism in production			P4		`bookmark_inner` rebuilds `Peer` field-by-field twice to swap the bookmark type parameter	open			
deps-2	simplification	medium	modularity	verified	no	Streaming backend and window	simplification: The channel-type boundary leaks `cfg` forks into its consumers			P4		tokio-stream patches a Stream gap channel.rs leaves open, and two consumers carry duplicated cfg(test) duals because of it	open			
module-graph-3	simplification	low	simplification	verified	no	Streaming backend and window	simplification: The channel-type boundary leaks `cfg` forks into its consumers			P4		`channel.rs` swaps channel types by `cfg(test)`, and the split leaks `cfg` forks into three other files, two of them duplicating one adapter	open			
streaming-backend-window-12	simplification	low	vestigial	verified	no	Streaming backend and window				P5	streaming	`adversarial::Role` is threaded through three layers and never read; its recorded heights disagree between `children` and `leaves`	open			
streaming-backend-window-13	simplification	low	modularity	verified	no	Streaming backend and window	simplification: Duplicated halves of one mechanism in production			P4		The poll-delay scheduler exists in two copies, the countdown in three, the `.min(2)` cap in three files unnamed, and the `RoleStats` merge twice	open			
streaming-backend-window-14	simplification	nit	(table)			Streaming backend and window	simplification: Inline module bodies against the sibling-file convention	8		P3		Inline `mod tests {}` blocks against the sibling-file convention	fix	T53		
streaming-backend-window-2	simplification	nit	(table)			Streaming backend and window	api: `pub` on items nothing outside the crate can reach, documented in library-user voice | simplification: `pub` inside the private `tree` module carries no information	1		P3		Bare `pub` on crate-internal items beside `pub(crate)` in the same layer	model	T46		
